source,config,second,level,r_raw
johnny,L3T3_tf,27,3,367.6
johnny,L3T3_tf,28,3,439.976
johnny,L3T3_tf,29,3,406.192
johnny,L3T3_tf,30,3,399.856
johnny,L3T3_tf,31,3,344.112
johnny,L3T3_tf,32,3,392.184
johnny,L3T3_tf,33,3,407.144
johnny,L3T3_tf,34,3,387.936
johnny,L3T3_tf,35,3,341.128
johnny,L3T3_tf,36,3,410.192
johnny,L3T3_tf,37,3,375.72
johnny,L3T3_tf,38,3,439.824
johnny,L3T3_tf,39,3,406.968
johnny,L3T3_tf,40,3,399.864
johnny,L3T3_tf,41,3,341.472
johnny,L3T3_tf,42,3,390.624
johnny,L3T3_tf,43,3,403.544
johnny,L3T3_tf,44,3,388.92
johnny,L3T3_tf,45,3,338.312
johnny,L3T3_tf,46,3,416.56
johnny,L3T3_tf,47,3,367.0
johnny,L3T3_tf,48,3,451.88
johnny,L3T3_tf,49,3,366.12
johnny,L3T3_tf,50,3,411.504
johnny,L3T3_tf,51,3,349.944
johnny,L3T3_tf,52,3,392.376
johnny,L3T3_tf,53,3,420.512
johnny,L3T3_tf,54,3,380.536
johnny,L3T3_tf,55,3,335.352
johnny,L3T3_tf,56,3,410.824
johnny,L3T3_tf,57,3,380.528
johnny,L3T3_tf,58,3,444.872
johnny,L3T3_tf,59,3,363.576
johnny,L3T3_tf,0,4,448.856
johnny,L3T3_tf,1,4,487.496
johnny,L3T3_tf,2,4,578.912
johnny,L3T3_tf,3,4,568.856
johnny,L3T3_tf,4,4,566.64
johnny,L3T3_tf,5,4,513.864
johnny,L3T3_tf,6,4,552.84
johnny,L3T3_tf,7,4,578.368
johnny,L3T3_tf,8,4,614.272
johnny,L3T3_tf,9,4,584.76
johnny,L3T3_tf,10,4,530.584
johnny,L3T3_tf,11,4,492.616
johnny,L3T3_tf,12,4,564.776
johnny,L3T3_tf,13,4,564.48
johnny,L3T3_tf,14,4,556.832
johnny,L3T3_tf,15,4,511.072
johnny,L3T3_tf,16,4,595.072
johnny,L3T3_tf,17,4,538.592
johnny,L3T3_tf,18,4,616.912
johnny,L3T3_tf,19,4,555.152
johnny,L3T3_tf,20,4,564.896
johnny,L3T3_tf,21,4,495.288
johnny,L3T3_tf,22,4,577.2
johnny,L3T3_tf,23,4,552.776
johnny,L3T3_tf,24,4,552.472
johnny,L3T3_tf,25,4,506.256
johnny,L3T3_tf,26,4,595.328
johnny,L3T3_tf,27,4,543.112
johnny,L3T3_tf,28,4,609.864
johnny,L3T3_tf,29,4,557.552
johnny,L3T3_tf,30,4,559.576
johnny,L3T3_tf,31,4,492.168
johnny,L3T3_tf,32,4,577.928
johnny,L3T3_tf,33,4,566.536
johnny,L3T3_tf,34,4,554.944
johnny,L3T3_tf,35,4,502.816
johnny,L3T3_tf,36,4,589.472
johnny,L3T3_tf,37,4,547.928
johnny,L3T3_tf,38,4,615.536
johnny,L3T3_tf,39,4,564.032
johnny,L3T3_tf,40,4,565.288
johnny,L3T3_tf,41,4,493.256
johnny,L3T3_tf,42,4,563.904
johnny,L3T3_tf,43,4,568.352
johnny,L3T3_tf,44,4,551.728
johnny,L3T3_tf,45,4,501.112
johnny,L3T3_tf,46,4,609.488
johnny,L3T3_tf,47,4,540.952
johnny,L3T3_tf,48,4,628.8
johnny,L3T3_tf,49,4,516.12
johnny,L3T3_tf,50,4,589.256
johnny,L3T3_tf,51,4,502.272
johnny,L3T3_tf,52,4,561.296
johnny,L3T3_tf,53,4,581.32
johnny,L3T3_tf,54,4,534.04
johnny,L3T3_tf,55,4,497.4
johnny,L3T3_tf,56,4,598.048
johnny,L3T3_tf,57,4,554.768
johnny,L3T3_tf,58,4,616.552
johnny,L3T3_tf,59,4,520.944
johnny,L3T3_tf,0,5,1390.44
johnny,L3T3_tf,1,5,1816.368
johnny,L3T3_tf,2,5,2162.6
johnny,L3T3_tf,3,5,2123.824
johnny,L3T3_tf,4,5,2168.36
johnny,L3T3_tf,5,5,1903.104
johnny,L3T3_tf,6,5,2008.88
johnny,L3T3_tf,7,5,2191.064
johnny,L3T3_tf,8,5,2199.0
johnny,L3T3_tf,9,5,2129.312
johnny,L3T3_tf,10,5,2028.688
johnny,L3T3_tf,11,5,1927.864
johnny,L3T3_tf,12,5,2115.48
johnny,L3T3_tf,13,5,2079.584
johnny,L3T3_tf,14,5,2078.592
johnny,L3T3_tf,15,5,1935.056
johnny,L3T3_tf,16,5,2156.28
johnny,L3T3_tf,17,5,2007.6
johnny,L3T3_tf,18,5,2244.0
johnny,L3T3_tf,19,5,2070.328
johnny,L3T3_tf,20,5,2141.344
johnny,L3T3_tf,21,5,1928.192
johnny,L3T3_tf,22,5,2141.512
johnny,L3T3_tf,23,5,2047.232
johnny,L3T3_tf,24,5,2101.304
johnny,L3T3_tf,25,5,1931.36
johnny,L3T3_tf,26,5,2174.016
johnny,L3T3_tf,27,5,2046.568
johnny,L3T3_tf,28,5,2187.768
johnny,L3T3_tf,29,5,2068.088
johnny,L3T3_tf,30,5,2079.888
johnny,L3T3_tf,31,5,1944.296
johnny,L3T3_tf,32,5,2126.52
johnny,L3T3_tf,33,5,2086.816
johnny,L3T3_tf,34,5,2086.0
johnny,L3T3_tf,35,5,1950.848
johnny,L3T3_tf,36,5,2156.576
johnny,L3T3_tf,37,5,2045.888
johnny,L3T3_tf,38,5,2233.28
johnny,L3T3_tf,39,5,2078.272
johnny,L3T3_tf,40,5,2091.504
johnny,L3T3_tf,41,5,1937.08
johnny,L3T3_tf,42,5,2126.224
johnny,L3T3_tf,43,5,2052.48
johnny,L3T3_tf,44,5,2114.992
johnny,L3T3_tf,45,5,1934.952
johnny,L3T3_tf,46,5,2232.92
johnny,L3T3_tf,47,5,2048.296
johnny,L3T3_tf,48,5,2216.688
johnny,L3T3_tf,49,5,1973.184
johnny,L3T3_tf,50,5,2163.528
johnny,L3T3_tf,51,5,1951.56
johnny,L3T3_tf,52,5,2095.472
johnny,L3T3_tf,53,5,2079.56
johnny,L3T3_tf,54,5,2066.4
johnny,L3T3_tf,55,5,1924.64
johnny,L3T3_tf,56,5,2179.992
johnny,L3T3_tf,57,5,2048.088
johnny,L3T3_tf,58,5,2244.432
johnny,L3T3_tf,59,5,1980.672
